EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1452385,40,No,Travel_Frequently,Maternity,9,4,Medical,1,Female,3,Administrative,Single,13499,9,Y,No,17,80,0,20,3,18,7,2,13
1513386,42,No,Travel_Frequently,Cardiology,12,3,Life Sciences,1,Male,4,Nurse,Single,13758,0,Y,Yes,12,80,0,22,2,21,9,13,14
1812528,42,No,Travel_Rarely,Cardiology,4,4,Marketing,1,Male,2,Nurse,Single,5155,7,Y,No,13,80,0,9,3,6,4,1,5
1479961,35,No,Travel_Rarely,Maternity,1,4,Medical,1,Male,1,Nurse,Married,2258,6,Y,No,12,80,1,10,2,8,0,1,7
1446497,24,No,Travel_Rarely,Maternity,24,3,Medical,1,Male,1,Nurse,Single,3597,8,Y,No,22,80,0,6,2,4,3,1,2
1340549,28,Yes,Travel_Rarely,Maternity,12,1,Life Sciences,1,Female,1,Nurse,Married,2515,1,Y,Yes,11,80,0,1,4,1,1,0,0
1588632,26,No,Travel_Rarely,Maternity,3,4,Medical,1,Male,1,Nurse,Married,4420,1,Y,No,22,80,1,8,2,8,7,0,7
1499676,30,No,Travel_Rarely,Cardiology,10,3,Marketing,1,Male,2,Nurse,Married,6578,1,Y,No,18,80,1,10,3,10,3,1,4
1849677,40,No,Travel_Frequently,Maternity,26,2,Medical,1,Female,2,Other,Married,4422,3,Y,Yes,13,80,1,16,3,1,1,0,0
1209446,35,No,Travel_Rarely,Neurology,2,3,Life Sciences,1,Male,3,Therapist,Divorced,10274,2,Y,No,18,80,1,15,2,7,7,6,4
1098841,34,No,Travel_Frequently,Maternity,1,3,Medical,1,Male,2,Nurse,Single,5343,0,Y,No,20,80,0,14,3,13,9,4,9
1871555,35,No,Travel_Frequently,Maternity,4,4,Other,1,Male,1,Nurse,Married,2376,1,Y,No,13,80,1,2,2,2,2,2,2
1405213,43,Yes,Travel_Rarely,Cardiology,9,3,Marketing,1,Female,2,Nurse,Single,5346,8,Y,No,13,80,0,7,2,4,3,1,3
1089994,32,No,Non-Travel,Cardiology,2,1,Life Sciences,1,Female,1,Other,Divorced,2827,1,Y,No,12,80,3,1,3,1,0,0,0
1710657,56,No,Travel_Rarely,Neurology,4,4,Technical Degree,1,Female,5,Other,Divorced,19943,4,Y,No,13,80,1,28,2,5,2,4,2
1511393,29,No,Travel_Rarely,Maternity,6,1,Medical,1,Female,1,Nurse,Married,3131,1,Y,No,13,80,1,10,5,10,8,0,8
1542698,19,No,Travel_Rarely,Maternity,9,2,Life Sciences,1,Male,1,Other,Single,2552,1,Y,No,25,80,0,1,4,1,1,0,0
1764148,45,No,Travel_Rarely,Maternity,7,3,Medical,1,Female,1,Other,Married,4477,4,Y,Yes,19,80,1,7,2,3,2,0,2
1334983,37,No,Travel_Rarely,Neurology,1,3,Life Sciences,1,Female,2,Therapist,Married,6474,1,Y,No,13,80,1,14,2,14,8,3,11
1713700,20,Yes,Travel_Rarely,Maternity,3,3,Life Sciences,1,Male,1,Nurse,Single,3033,1,Y,No,12,80,0,2,2,2,2,1,2
1476340,44,Yes,Travel_Rarely,Maternity,10,4,Life Sciences,1,Male,1,Other,Single,2936,1,Y,Yes,11,80,0,6,4,6,4,0,2
1795477,53,No,Travel_Rarely,Neurology,7,2,Medical,1,Female,5,Other,Divorced,18606,3,Y,No,18,80,1,26,6,7,7,4,7
1500784,29,Yes,Travel_Rarely,Maternity,15,1,Life Sciences,1,Female,1,Other,Married,2168,0,Y,Yes,18,80,1,6,2,5,4,1,3
1455048,22,Yes,Travel_Frequently,Maternity,3,4,Life Sciences,1,Male,1,Other,Married,2853,0,Y,Yes,11,80,1,1,5,0,0,0,0
1123335,46,No,Travel_Rarely,Cardiology,2,3,Marketing,1,Female,4,Administrative,Married,17048,8,Y,No,23,80,0,28,2,26,15,15,9
1285566,44,No,Non-Travel,Maternity,17,3,Life Sciences,1,Male,1,Other,Single,2290,2,Y,No,13,80,0,6,3,0,0,0,0
1279649,33,No,Travel_Rarely,Neurology,2,3,Human Resources,1,Male,1,Other,Married,3600,1,Y,No,13,80,1,5,2,5,4,1,4
1754610,41,Yes,Non-Travel,Maternity,5,2,Life Sciences,1,Male,1,Other,Divorced,2107,6,Y,No,17,80,1,5,2,1,0,0,0
1260276,30,No,Travel_Rarely,Cardiology,29,4,Life Sciences,1,Male,2,Nurse,Divorced,4115,8,Y,No,19,80,3,8,3,4,3,0,3
1313206,40,No,Travel_Frequently,Cardiology,2,4,Medical,1,Male,2,Nurse,Married,4327,5,Y,No,12,80,3,5,2,0,0,0,0
1562759,50,No,Travel_Frequently,Neurology,2,3,Medical,1,Female,4,Other,Married,17856,2,Y,No,22,80,1,32,3,2,2,2,2
1818579,28,No,Travel_Rarely,Maternity,19,4,Medical,1,Male,1,Nurse,Married,3196,1,Y,No,12,80,3,6,2,6,5,3,3
1221210,46,No,Travel_Rarely,Maternity,15,2,Life Sciences,1,Male,5,Administrative,Married,19081,5,Y,No,11,80,1,25,2,4,2,0,3
1285937,35,No,Travel_Rarely,Cardiology,17,4,Life Sciences,1,Male,2,Nurse,Married,8966,3,Y,Yes,15,80,3,15,2,7,7,1,7
1063216,24,Yes,Travel_Rarely,Maternity,17,2,Life Sciences,1,Female,1,Nurse,Married,2210,1,Y,No,13,80,1,1,3,1,0,0,0
1551282,33,No,Travel_Frequently,Cardiology,25,3,Medical,1,Female,2,Nurse,Married,4539,1,Y,No,12,80,1,10,3,10,7,0,1
1310719,36,No,Travel_Rarely,Maternity,6,4,Life Sciences,1,Male,1,Nurse,Divorced,2741,1,Y,No,14,80,1,7,4,7,7,1,7
1544205,30,No,Travel_Rarely,Maternity,7,4,Life Sciences,1,Male,2,Nurse,Divorced,3491,1,Y,No,13,80,3,10,4,10,7,8,9
1503934,44,No,Travel_Rarely,Maternity,29,4,Other,1,Male,2,Other,Single,4541,1,Y,No,25,80,0,20,3,20,11,13,17
1531205,20,No,Travel_Rarely,Cardiology,21,3,Marketing,1,Male,1,Other,Single,2678,1,Y,No,17,80,0,2,2,2,1,2,2
1126413,46,No,Travel_Rarely,Neurology,2,4,Technical Degree,1,Male,2,Therapist,Divorced,7379,2,Y,No,11,80,1,12,3,6,3,1,4
1170535,42,No,Non-Travel,Neurology,2,5,Medical,1,Male,2,Other,Married,6272,7,Y,No,16,80,1,10,3,4,3,0,3
1520995,60,No,Travel_Rarely,Cardiology,7,4,Marketing,1,Male,2,Nurse,Divorced,5220,0,Y,Yes,18,80,1,12,3,11,7,1,9
1229290,32,No,Travel_Frequently,Maternity,13,3,Other,1,Female,1,Nurse,Married,2743,1,Y,No,20,80,1,2,2,2,2,2,2
1034448,32,No,Travel_Frequently,Maternity,2,2,Life Sciences,1,Female,2,Other,Single,4998,4,Y,Yes,14,80,0,10,2,8,7,0,7
1516924,36,No,Travel_Rarely,Neurology,1,3,Technical Degree,1,Female,3,Therapist,Divorced,10252,2,Y,Yes,21,80,1,17,2,7,7,7,7
1487583,33,No,Travel_Rarely,Maternity,9,3,Medical,1,Male,1,Other,Married,2781,0,Y,No,13,80,1,15,5,14,10,4,10
1516360,40,No,Travel_Rarely,Cardiology,10,3,Technical Degree,1,Female,2,Nurse,Divorced,6852,7,Y,No,12,80,1,7,2,5,1,1,3
1384279,25,No,Travel_Rarely,Cardiology,10,4,Life Sciences,1,Male,2,Nurse,Single,4950,0,Y,No,14,80,0,5,4,4,3,1,1
1658193,30,No,Travel_Rarely,Maternity,1,3,Medical,1,Male,1,Other,Married,3579,0,Y,Yes,21,80,1,12,2,11,9,5,7
1645050,42,No,Travel_Frequently,Maternity,26,5,Medical,1,Female,3,Administrative,Married,13191,3,Y,Yes,17,80,0,20,6,1,0,0,0
1695470,35,No,Non-Travel,Cardiology,8,2,Marketing,1,Female,3,Nurse,Married,10377,4,Y,Yes,11,80,1,16,6,13,2,4,12
1362336,27,No,Travel_Rarely,Maternity,14,3,Life Sciences,1,Male,1,Other,Married,2235,1,Y,Yes,14,80,2,9,3,9,7,6,8
1442702,54,No,Travel_Frequently,Neurology,1,4,Life Sciences,1,Female,3,Therapist,Divorced,10502,7,Y,No,17,80,1,33,2,5,4,1,4
1226564,44,No,Travel_Rarely,Maternity,2,1,Life Sciences,1,Female,1,Other,Married,2011,1,Y,No,13,80,1,10,5,10,5,7,7
1245033,19,Yes,Non-Travel,Maternity,10,3,Medical,1,Female,1,Other,Single,1859,1,Y,Yes,25,80,0,1,2,1,1,0,0
1856613,29,No,Travel_Rarely,Maternity,1,3,Life Sciences,1,Female,1,Other,Divorced,3760,1,Y,No,15,80,3,3,5,3,2,1,2
1559788,54,No,Travel_Rarely,Maternity,3,3,Life Sciences,1,Male,4,Administrative,Married,17779,3,Y,No,14,80,0,36,2,10,9,0,9
1845153,31,No,Travel_Rarely,Maternity,11,2,Medical,1,Male,2,Nurse,Married,6833,1,Y,Yes,12,80,0,6,2,6,5,0,1
1216132,31,No,Travel_Rarely,Maternity,24,3,Medical,1,Female,2,Nurse,Single,6812,1,Y,No,19,80,0,10,2,10,9,1,8
1718896,59,No,Travel_Rarely,Cardiology,3,3,Life Sciences,1,Female,2,Nurse,Single,5171,5,Y,No,17,80,0,13,2,6,1,0,5
1659741,43,No,Travel_Rarely,Maternity,3,3,Life Sciences,1,Male,5,Administrative,Married,19740,3,Y,No,14,80,1,25,2,8,7,0,7
1460231,49,No,Travel_Rarely,Neurology,4,2,Medical,1,Male,5,Other,Married,18711,2,Y,No,13,80,1,23,2,1,0,0,0
1276743,36,No,Travel_Frequently,Maternity,3,3,Technical Degree,1,Male,1,Other,Married,3692,1,Y,No,12,80,0,12,2,11,10,0,7
1551418,48,No,Travel_Rarely,Maternity,2,2,Technical Degree,1,Male,1,Nurse,Single,2559,5,Y,No,11,80,0,7,4,1,0,0,0
1409781,27,No,Travel_Rarely,Maternity,4,2,Life Sciences,1,Male,1,Other,Divorced,2517,1,Y,No,11,80,3,5,2,5,3,0,3
1429070,29,No,Travel_Rarely,Maternity,7,3,Life Sciences,1,Male,2,Nurse,Divorced,6623,1,Y,Yes,11,80,2,6,2,6,0,1,0
1149718,48,No,Travel_Rarely,Maternity,1,3,Life Sciences,1,Male,5,Administrative,Single,18265,6,Y,No,12,80,0,25,3,1,0,0,0
1593907,29,No,Travel_Rarely,Maternity,1,3,Life Sciences,1,Female,4,Administrative,Divorced,16124,3,Y,No,14,80,2,9,2,7,7,1,7
1346366,34,No,Travel_Rarely,Maternity,20,3,Technical Degree,1,Female,1,Other,Married,2585,0,Y,No,17,80,0,2,5,1,0,0,0
1471840,44,No,Travel_Rarely,Cardiology,5,3,Marketing,1,Male,5,Administrative,Married,18213,7,Y,No,11,80,1,26,5,22,9,3,10
1081187,33,No,Travel_Rarely,Cardiology,10,5,Marketing,1,Male,3,Nurse,Divorced,8380,0,Y,Yes,14,80,2,10,3,9,8,0,8
1237363,19,No,Travel_Rarely,Maternity,25,3,Life Sciences,1,Female,1,Other,Single,2994,1,Y,Yes,12,80,0,1,2,1,0,0,1
1473069,23,No,Travel_Rarely,Maternity,1,2,Life Sciences,1,Male,1,Other,Married,1223,1,Y,No,22,80,1,1,2,1,0,0,1
1322371,25,Yes,Travel_Frequently,Cardiology,24,1,Life Sciences,1,Male,1,Other,Single,1118,1,Y,Yes,14,80,0,1,4,1,0,1,0
1574047,26,No,Travel_Rarely,Maternity,4,2,Life Sciences,1,Male,1,Other,Single,2875,1,Y,Yes,20,80,0,8,2,8,5,2,2
1588094,45,No,Travel_Rarely,Cardiology,2,3,Marketing,1,Female,5,Administrative,Single,18824,2,Y,Yes,16,80,0,26,2,24,10,1,11
1364438,55,No,Non-Travel,Maternity,8,1,Medical,1,Male,4,Nurse,Divorced,13577,1,Y,Yes,15,80,1,34,3,33,9,15,0
1724855,21,Yes,Travel_Frequently,Maternity,10,2,Life Sciences,1,Female,1,Nurse,Single,2625,1,Y,No,20,80,0,2,2,2,2,2,2
1032289,46,No,Travel_Rarely,Cardiology,4,2,Marketing,1,Female,5,Administrative,Married,18789,2,Y,No,14,80,1,26,2,11,4,0,8
1826524,34,No,Travel_Rarely,Cardiology,2,3,Marketing,1,Female,2,Nurse,Single,4538,0,Y,Yes,12,80,0,4,3,3,2,0,2
1426682,51,No,Travel_Frequently,Cardiology,9,3,Life Sciences,1,Male,5,Administrative,Divorced,19847,4,Y,Yes,24,80,1,31,5,29,10,11,10
1826449,59,No,Travel_Rarely,Maternity,18,4,Medical,1,Male,3,Therapist,Single,10512,6,Y,No,12,80,0,25,6,9,7,5,4
1319702,34,No,Travel_Frequently,Maternity,19,3,Medical,1,Female,2,Nurse,Divorced,4444,4,Y,No,13,80,2,15,2,11,8,5,10
1668404,28,Yes,Travel_Frequently,Maternity,1,4,Medical,1,Male,1,Nurse,Single,2154,0,Y,Yes,11,80,0,5,2,4,2,0,2
1459186,44,No,Travel_Rarely,Neurology,4,2,Life Sciences,1,Male,5,Other,Divorced,19190,1,Y,No,14,80,2,26,4,25,9,14,13
1488640,34,No,Travel_Frequently,Neurology,11,3,Life Sciences,1,Male,2,Other,Married,4490,4,Y,No,11,80,2,14,5,10,9,1,8
1711208,35,No,Travel_Rarely,Maternity,6,1,Life Sciences,1,Male,1,Other,Married,3506,0,Y,Yes,14,80,0,4,3,3,2,2,2
1619962,42,No,Travel_Rarely,Maternity,7,4,Medical,1,Female,2,Other,Married,2372,6,Y,Yes,16,80,0,18,2,1,0,0,0
1411176,43,No,Travel_Rarely,Cardiology,4,4,Marketing,1,Female,3,Nurse,Single,10231,3,Y,No,14,80,0,23,3,21,7,15,17
1702814,36,No,Travel_Rarely,Neurology,2,4,Life Sciences,1,Female,2,Therapist,Single,5410,9,Y,Yes,11,80,0,18,2,16,14,5,12
1059499,44,No,Travel_Rarely,Maternity,15,3,Medical,1,Female,3,Nurse,Married,7978,1,Y,No,11,80,1,10,2,10,7,0,5
1612685,28,No,Travel_Frequently,Maternity,2,3,Life Sciences,1,Male,1,Nurse,Married,3867,1,Y,Yes,12,80,1,2,2,2,2,2,2
1744003,51,No,Travel_Frequently,Maternity,6,2,Medical,1,Female,1,Nurse,Single,2838,0,Y,No,14,80,0,8,6,7,0,7,7
1825727,30,No,Non-Travel,Maternity,9,2,Medical,1,Female,2,Therapist,Single,4695,7,Y,Yes,18,80,0,10,3,8,4,1,7
1100849,29,Yes,Travel_Rarely,Maternity,7,3,Technical Degree,1,Female,1,Nurse,Divorced,3339,3,Y,Yes,13,80,2,10,2,7,7,7,7
1165880,28,No,Travel_Rarely,Maternity,1,3,Technical Degree,1,Male,1,Other,Single,2080,2,Y,No,11,80,0,5,2,3,2,1,2
1386101,25,No,Travel_Rarely,Maternity,1,3,Medical,1,Female,1,Other,Single,2096,1,Y,No,18,80,0,2,3,2,2,2,1
1053739,32,No,Travel_Rarely,Cardiology,8,3,Medical,1,Male,2,Nurse,Married,6209,1,Y,No,15,80,2,10,4,10,7,0,8
1259785,45,No,Travel_Frequently,Neurology,25,3,Medical,1,Female,5,Other,Single,18061,3,Y,No,22,80,0,22,4,0,0,0,0
1772045,39,No,Travel_Rarely,Neurology,13,4,Medical,1,Female,4,Other,Divorced,17123,6,Y,Yes,13,80,2,21,4,19,9,15,2
1153402,58,No,Travel_Rarely,Maternity,23,4,Life Sciences,1,Male,1,Other,Divorced,2372,1,Y,No,12,80,2,2,3,2,2,2,2
1111156,32,No,Travel_Rarely,Maternity,7,2,Life Sciences,1,Male,2,Nurse,Married,4883,1,Y,No,18,80,1,10,3,10,4,1,1
1191511,39,Yes,Travel_Rarely,Maternity,23,3,Medical,1,Male,1,Other,Single,3904,0,Y,No,13,80,0,6,2,5,2,0,3
1391589,30,No,Travel_Rarely,Maternity,6,3,Technical Degree,1,Female,2,Nurse,Married,4627,0,Y,No,12,80,1,10,6,9,2,6,7
1474475,36,No,Travel_Rarely,Maternity,10,4,Technical Degree,1,Female,3,Nurse,Married,7094,3,Y,No,12,80,0,10,0,7,7,1,7
1211290,46,No,Travel_Rarely,Neurology,1,2,Life Sciences,1,Female,1,Other,Single,3423,6,Y,No,12,80,0,10,3,7,6,5,7
1193428,28,No,Non-Travel,Maternity,1,3,Life Sciences,1,Female,2,Nurse,Married,6674,0,Y,No,11,80,3,10,6,9,8,7,5
1545703,50,No,Travel_Rarely,Maternity,28,3,Life Sciences,1,Female,4,Administrative,Married,16880,4,Y,Yes,11,80,0,25,2,3,2,1,2
1202936,40,Yes,Travel_Rarely,Cardiology,25,4,Marketing,1,Male,3,Nurse,Single,9094,2,Y,Yes,12,80,0,9,2,5,4,1,0
1171299,52,Yes,Travel_Rarely,Cardiology,5,3,Life Sciences,1,Male,3,Nurse,Single,8446,9,Y,Yes,19,80,0,10,2,8,7,7,7
1277861,30,No,Travel_Rarely,Neurology,17,4,Medical,1,Female,3,Other,Married,11916,1,Y,Yes,23,80,2,9,2,9,1,0,8
1622014,39,No,Travel_Rarely,Maternity,18,2,Life Sciences,1,Male,2,Therapist,Single,4534,0,Y,No,11,80,0,9,6,8,7,1,7
1379068,31,No,Non-Travel,Cardiology,2,4,Life Sciences,1,Female,3,Nurse,Divorced,9852,1,Y,Yes,19,80,1,10,5,10,8,9,6
1546275,41,No,Non-Travel,Cardiology,10,2,Medical,1,Male,2,Nurse,Single,6151,1,Y,No,13,80,0,19,4,19,2,11,9
1288105,31,Yes,Travel_Frequently,Cardiology,1,3,Life Sciences,1,Female,1,Other,Single,2302,1,Y,Yes,11,80,0,3,2,3,2,2,2
1518688,44,No,Travel_Rarely,Maternity,3,3,Life Sciences,1,Male,1,Nurse,Married,2362,4,Y,No,12,80,0,10,4,3,2,1,2
1071499,42,No,Non-Travel,Neurology,2,1,Life Sciences,1,Male,4,Other,Married,17861,0,Y,Yes,13,80,0,21,3,20,8,2,10
1704652,55,No,Travel_Rarely,Neurology,2,2,Medical,1,Female,5,Other,Married,19187,4,Y,No,14,80,1,23,5,19,9,9,11
1074172,56,No,Travel_Rarely,Neurology,8,4,Life Sciences,1,Male,5,Administrative,Single,19717,6,Y,No,14,80,0,36,4,7,3,7,7
1415953,40,No,Non-Travel,Maternity,16,2,Life Sciences,1,Male,1,Other,Divorced,3544,9,Y,No,16,80,1,6,0,4,2,0,0
1492244,34,No,Travel_Rarely,Maternity,9,3,Life Sciences,1,Male,3,Nurse,Divorced,8500,0,Y,No,11,80,1,10,0,9,7,1,6
1510065,40,No,Travel_Rarely,Maternity,2,3,Life Sciences,1,Male,2,Other,Single,4661,1,Y,No,13,80,0,9,4,9,8,8,8
1338493,41,No,Travel_Frequently,Cardiology,1,3,Marketing,1,Female,2,Nurse,Divorced,4103,0,Y,No,17,80,1,10,2,9,3,1,7
1451242,35,No,Travel_Frequently,Maternity,4,4,Life Sciences,1,Male,2,Other,Single,4249,1,Y,Yes,11,80,0,9,3,9,6,1,1
1265137,51,No,Travel_Rarely,Neurology,5,3,Life Sciences,1,Male,4,Administrative,Divorced,14026,1,Y,Yes,11,80,1,33,2,33,9,0,10
1465164,38,No,Travel_Rarely,Cardiology,2,2,Life Sciences,1,Female,2,Nurse,Divorced,6893,3,Y,No,15,80,1,11,3,7,7,1,7
1420569,34,No,Travel_Rarely,Cardiology,15,2,Medical,1,Female,2,Nurse,Single,6125,1,Y,No,12,80,0,10,6,10,8,9,6
1796375,25,No,Travel_Rarely,Maternity,19,1,Medical,1,Male,1,Nurse,Married,3669,3,Y,No,11,80,3,7,6,3,2,1,2
1536328,58,Yes,Travel_Rarely,Cardiology,7,4,Medical,1,Female,3,Therapist,Married,10008,7,Y,Yes,14,80,0,31,0,10,9,5,9
1346672,40,No,Travel_Rarely,Maternity,1,4,Life Sciences,1,Male,1,Nurse,Married,2387,3,Y,No,22,80,1,7,3,4,2,0,3
1408258,36,No,Travel_Frequently,Cardiology,7,3,Marketing,1,Female,2,Nurse,Married,4639,2,Y,No,16,80,1,17,2,15,7,6,13
1172129,48,No,Travel_Rarely,Neurology,4,3,Life Sciences,1,Male,3,Therapist,Single,7898,1,Y,No,11,80,0,11,2,10,9,0,8
1525335,27,No,Travel_Rarely,Cardiology,11,3,Medical,1,Female,1,Other,Married,2534,8,Y,No,14,80,1,5,4,1,0,0,0
1138505,51,No,Travel_Rarely,Maternity,11,2,Technical Degree,1,Female,4,Therapist,Single,13142,3,Y,No,16,80,0,29,1,5,2,0,3
1792003,18,No,Non-Travel,Maternity,1,3,Life Sciences,1,Female,1,Nurse,Single,1611,1,Y,No,15,80,0,0,5,0,0,0,0
1584366,35,No,Travel_Rarely,Maternity,1,3,Medical,1,Female,2,Nurse,Married,5363,0,Y,No,12,80,1,10,0,9,7,0,0
1224247,27,No,Travel_Frequently,Cardiology,2,1,Life Sciences,1,Male,2,Nurse,Single,5071,3,Y,No,20,80,0,8,3,6,2,0,0
1081600,55,Yes,Travel_Rarely,Cardiology,13,4,Marketing,1,Male,4,Nurse,Single,13695,6,Y,Yes,17,80,0,24,2,19,7,3,8
1665397,56,No,Travel_Rarely,Maternity,23,3,Life Sciences,1,Male,4,Therapist,Married,13402,4,Y,Yes,12,80,1,33,0,19,16,15,9
1073438,34,No,Non-Travel,Maternity,26,1,Technical Degree,1,Female,1,Other,Divorced,2029,1,Y,No,20,80,3,5,2,5,4,0,0
1858522,40,No,Travel_Rarely,Maternity,2,1,Medical,1,Female,2,Nurse,Divorced,6377,5,Y,No,20,80,3,15,0,12,11,11,8
1528867,34,No,Travel_Rarely,Maternity,29,3,Medical,1,Male,2,Nurse,Married,5429,4,Y,No,13,80,2,10,1,8,7,7,7
1648657,31,Yes,Travel_Frequently,Cardiology,2,3,Life Sciences,1,Female,1,Other,Single,2785,7,Y,No,14,80,0,3,3,1,0,0,0
1805986,35,Yes,Travel_Frequently,Cardiology,18,4,Marketing,1,Female,2,Nurse,Married,4614,0,Y,Yes,18,80,1,5,0,4,2,3,2
1272720,38,No,Travel_Frequently,Maternity,7,3,Life Sciences,1,Male,1,Other,Divorced,2610,1,Y,No,11,80,3,4,2,4,2,0,3
1415194,34,No,Travel_Rarely,Maternity,2,4,Technical Degree,1,Female,2,Nurse,Single,6687,1,Y,No,11,80,0,14,2,14,11,4,11
1176516,28,No,Travel_Rarely,Cardiology,26,3,Life Sciences,1,Male,2,Nurse,Married,4724,1,Y,No,11,80,1,5,0,5,3,0,4
1542102,31,Yes,Travel_Rarely,Maternity,22,4,Medical,1,Male,2,Therapist,Married,6179,1,Y,Yes,15,80,2,10,3,10,2,6,7
1872881,39,No,Travel_Rarely,Cardiology,21,4,Life Sciences,1,Male,2,Nurse,Married,6120,3,Y,Yes,12,80,2,8,2,5,4,1,4
1588882,51,No,Travel_Frequently,Cardiology,2,3,Marketing,1,Male,3,Nurse,Married,10596,2,Y,No,11,80,0,14,5,4,2,3,2
1278061,41,No,Travel_Frequently,Maternity,22,3,Life Sciences,1,Female,2,Other,Divorced,5467,3,Y,Yes,14,80,2,12,4,6,2,3,3
1220976,37,No,Travel_Rarely,Maternity,4,1,Life Sciences,1,Male,1,Other,Married,2996,7,Y,Yes,15,80,0,8,2,6,4,1,3
1068192,33,No,Travel_Frequently,Cardiology,5,1,Life Sciences,1,Male,2,Nurse,Married,9998,6,Y,No,13,80,0,8,2,5,4,1,2
1633178,32,No,Travel_Rarely,Cardiology,2,1,Marketing,1,Male,2,Nurse,Married,4078,0,Y,Yes,13,80,3,4,3,3,2,1,2
1432591,39,No,Non-Travel,Maternity,25,2,Life Sciences,1,Male,3,Nurse,Married,10920,3,Y,No,21,80,1,13,2,6,4,0,5
1844995,25,No,Travel_Rarely,Cardiology,18,1,Life Sciences,1,Male,2,Nurse,Married,6232,2,Y,No,11,80,0,6,3,3,2,1,2
1162157,52,No,Travel_Frequently,Maternity,28,2,Medical,1,Female,4,Therapist,Married,13247,2,Y,Yes,11,80,1,24,3,5,3,0,2
1084924,43,No,Travel_Rarely,Maternity,6,3,Medical,1,Female,2,Other,Single,4081,1,Y,Yes,14,80,0,20,3,20,7,1,8
1229066,27,No,Travel_Rarely,Cardiology,10,3,Marketing,1,Female,2,Nurse,Married,5769,1,Y,Yes,11,80,0,6,3,6,2,4,4
1526314,27,Yes,Travel_Rarely,Maternity,17,4,Life Sciences,1,Female,1,Other,Single,2394,1,Y,Yes,13,80,0,8,2,8,2,7,7
1339537,26,No,Travel_Rarely,Maternity,2,1,Medical,1,Male,1,Other,Single,3904,0,Y,No,12,80,0,5,2,4,3,1,1
1112703,42,No,Travel_Rarely,Neurology,10,3,Human Resources,1,Female,4,Administrative,Married,16799,0,Y,No,14,80,1,21,5,20,7,0,9
1768835,52,No,Travel_Rarely,Maternity,8,4,Other,1,Female,1,Nurse,Married,2950,9,Y,No,13,80,0,12,2,5,4,0,4
1742081,37,No,Travel_Rarely,Maternity,11,3,Medical,1,Female,1,Nurse,Single,3629,4,Y,No,18,80,0,8,6,3,2,0,2
1729034,35,No,Travel_Frequently,Maternity,18,2,Life Sciences,1,Male,3,Therapist,Single,9362,2,Y,No,11,80,0,10,2,2,2,2,2
1141939,25,No,Travel_Rarely,Maternity,1,3,Technical Degree,1,Male,1,Nurse,Married,3229,4,Y,No,11,80,1,7,2,3,2,0,2
1115350,26,No,Travel_Rarely,Maternity,7,3,Other,1,Male,1,Nurse,Single,3578,0,Y,No,12,80,0,8,2,7,7,0,7
1218088,29,No,Travel_Rarely,Neurology,17,3,Other,1,Male,3,Other,Single,7988,1,Y,No,13,80,0,10,3,10,9,0,9
1246982,49,No,Travel_Frequently,Maternity,28,2,Life Sciences,1,Male,2,Nurse,Single,4284,3,Y,No,20,80,0,20,2,4,3,1,3
1458822,29,Yes,Travel_Frequently,Maternity,14,1,Other,1,Female,3,Nurse,Single,7553,0,Y,Yes,12,80,0,9,1,8,7,7,7
1699413,54,No,Travel_Rarely,Maternity,1,3,Medical,1,Female,4,Administrative,Single,17328,6,Y,No,19,80,0,29,3,20,7,12,7
1620973,58,No,Travel_Rarely,Maternity,1,3,Medical,1,Female,5,Administrative,Married,19701,3,Y,Yes,21,80,1,32,3,9,8,1,5
1793695,55,No,Travel_Rarely,Maternity,1,4,Medical,1,Male,4,Administrative,Divorced,14732,2,Y,No,13,80,2,31,4,7,7,0,0
1583611,36,No,Travel_Rarely,Cardiology,3,4,Marketing,1,Female,2,Nurse,Single,9278,3,Y,Yes,16,80,0,15,3,5,4,0,1
1792620,31,Yes,Travel_Frequently,Cardiology,1,4,Life Sciences,1,Female,1,Other,Single,1359,1,Y,No,12,80,0,1,3,1,0,0,0
1225271,30,No,Travel_Rarely,Cardiology,7,4,Marketing,1,Female,2,Nurse,Divorced,4779,7,Y,No,14,80,2,8,3,3,2,0,2
1703058,31,No,Travel_Rarely,Maternity,8,5,Life Sciences,1,Female,4,Administrative,Single,16422,3,Y,No,11,80,0,9,3,3,2,1,0
1613258,34,No,Travel_Frequently,Maternity,1,4,Other,1,Male,1,Other,Divorced,2996,5,Y,No,14,80,2,10,2,4,3,1,3
1611839,31,Yes,Travel_Rarely,Maternity,8,3,Life Sciences,1,Female,1,Other,Single,1261,1,Y,No,12,80,0,1,3,1,0,0,0
1434118,27,No,Travel_Rarely,Maternity,11,1,Life Sciences,1,Male,1,Nurse,Married,2099,0,Y,No,14,80,0,6,3,5,0,1,4
1577542,36,No,Travel_Rarely,Maternity,4,4,Life Sciences,1,Male,2,Nurse,Single,5810,1,Y,No,16,80,0,10,2,10,4,1,8
1537620,36,No,Travel_Rarely,Cardiology,16,4,Marketing,1,Female,2,Nurse,Married,5647,4,Y,No,13,80,2,11,3,3,2,0,2
